Vendor,Department,Description,Check #,Check Date,Amount
SOUND SOLUTIONS INC,PUBLIC WORKS TRANSIT,CUST # CIT900,651717,2022-06-03T00:00:00Z,60
MISC: AP OTHER HHHHH,COMMUNITY DEVELOPMENT,mulch for Adopt A Spot at Nifo,651682,2022-06-03T00:00:00Z,167.92
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,ACR - 4603 Garden Grove Dr - 5,651668,2022-06-03T00:00:00Z,800
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,ACR - 2801 W Broadway Apt D4 -,651672,2022-06-03T00:00:00Z,250
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 2312 W Broadway - 5/27/2,651673,2022-06-03T00:00:00Z,461
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,ACR - 5505 Carrick Ct - 5/27/2,651671,2022-06-03T00:00:00Z,600
ARAMARK UNIFORM & CAREER APPAREL GROUP INC,PARKS & RECREATION,Cust#7814377,13764,2022-06-03T00:00:00Z,30
ARAMARK UNIFORM & CAREER APPAREL GROUP INC,PARKS & RECREATION,Cust#7814377,13764,2022-06-03T00:00:00Z,8.56
ARAMARK UNIFORM & CAREER APPAREL GROUP INC,POLICE,Cust#7811857,13764,2022-06-03T00:00:00Z,73.9
ARAMARK UNIFORM & CAREER APPAREL GROUP INC,PUBLIC WORKS FLEET MAINTENANCE,Cust#7811903,13764,2022-06-03T00:00:00Z,16.96
ARAMARK UNIFORM & CAREER APPAREL GROUP INC,PARKS & RECREATION,Cust#7814375,13764,2022-06-03T00:00:00Z,13.3
ARAMARK UNIFORM & CAREER APPAREL GROUP INC,POLICE,Cust#8211996,13764,2022-06-03T00:00:00Z,41.6
ARAMARK UNIFORM & CAREER APPAREL GROUP INC,ELECTRIC PRODUCTION,Cust#7811746,13764,2022-06-03T00:00:00Z,63.37
ARAMARK UNIFORM & CAREER APPAREL GROUP INC,ELECTRIC PRODUCTION,Cust#7811914,13764,2022-06-03T00:00:00Z,5.67
ARAMARK UNIFORM & CAREER APPAREL GROUP INC,SOLID WASTE,Cust#7814410,13764,2022-06-03T00:00:00Z,26.6
"AIRGAS, INC",SOLID WASTE,COMPRESSED GAS,13763,2022-06-03T00:00:00Z,8.28
ED MILLER AUTO SUPPLY INC,PUBLIC WORKS FLEET MAINTENANCE,BLANKET PO PARTS FOR INVENTORY,651639,2022-06-03T00:00:00Z,246.28
KILGORES INC,HEALTH AND HUMAN SERVICES,Acct#1951570,651655,2022-06-03T00:00:00Z,935.52
ROTTLER PEST & LAWN SOLUTIONS,POLICE,FY22 PD PEST CONTROL SERVICES,13785,2022-06-03T00:00:00Z,45
ROTTLER PEST & LAWN SOLUTIONS,PARKS & RECREATION,2/2020,13785,2022-06-03T00:00:00Z,55
ROTTLER PEST & LAWN SOLUTIONS,PARKS & RECREATION,2/2020,13785,2022-06-03T00:00:00Z,35
ROTTLER PEST & LAWN SOLUTIONS,PARKS & RECREATION,2/2020,13785,2022-06-03T00:00:00Z,30
ROTTLER PEST & LAWN SOLUTIONS,PARKS & RECREATION,2/2020,13785,2022-06-03T00:00:00Z,35
ROTTLER PEST & LAWN SOLUTIONS,SOLID WASTE,Monthly Pest Control Services,13785,2022-06-03T00:00:00Z,75
ROTTLER PEST & LAWN SOLUTIONS,SEWER,Quarterly pest control,13785,2022-06-03T00:00:00Z,40
ROTTLER PEST & LAWN SOLUTIONS,SOLID WASTE,Monthly Pest Control Services,13785,2022-06-03T00:00:00Z,20
ROTTLER PEST & LAWN SOLUTIONS,PARKS & RECREATION,2/2020,13785,2022-06-03T00:00:00Z,30
ROTTLER PEST & LAWN SOLUTIONS,SOLID WASTE,Monthly Pest Control Services,13785,2022-06-03T00:00:00Z,20
ROTTLER PEST & LAWN SOLUTIONS,SOLID WASTE,Monthly Pest Control Services,13785,2022-06-03T00:00:00Z,20
ROTTLER PEST & LAWN SOLUTIONS,FIRE,Pest Control at Fire Stations,13785,2022-06-03T00:00:00Z,38
CON AGG OF MO LLC,ELECTRIC TRANS & DISTRIB,Aggregates as needed,651626,2022-06-03T00:00:00Z,290.14
CON AGG OF MO LLC,SOLID WASTE,Aggregates,651626,2022-06-03T00:00:00Z,18333.89
ALARM COMMUNICATION CENTER INC,WATER PRODUCTION,Security monitoring at pump st,651599,2022-06-03T00:00:00Z,25
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,ACR - 1817 Hatton Dr - 5/25/22,651581,2022-05-31T00:00:00Z,550
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,ACR - 301 Vieux Carre Ct - 5/2,651580,2022-05-31T00:00:00Z,100
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,ACR - 409 S Garth Ave - 5/25/2,651578,2022-05-31T00:00:00Z,500
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,ACR - 802 Yale - 5/25/22,651579,2022-05-31T00:00:00Z,600
BOONE ELECTRIC COOPERATIVE,RAILROAD,INVOICE GROUP NO 1144,651576,2022-05-31T00:00:00Z,184.61
BOONE ELECTRIC COOPERATIVE,WATER PRODUCTION,INVOICE GROUP NO 1144,651576,2022-05-31T00:00:00Z,80.38
BOONE ELECTRIC COOPERATIVE,WATER PRODUCTION,4337 N LIDDELL ACCT 17358000,651576,2022-05-31T00:00:00Z,8
BOONE ELECTRIC COOPERATIVE,SEWER,3895 N HWY PP ACCT 320063000 M,651576,2022-05-31T00:00:00Z,72.58
BOONE ELECTRIC COOPERATIVE,SEWER,4114 CREVE COEUR ACCT 41962001,651576,2022-05-31T00:00:00Z,92.32
BOONE ELECTRIC COOPERATIVE,SEWER,4260 WYATT ACCT 36950001 METER,651576,2022-05-31T00:00:00Z,158.41
BOONE ELECTRIC COOPERATIVE,SEWER,2869 E ALFALFA ACCT 12757001 M,651576,2022-05-31T00:00:00Z,107.15
BOONE ELECTRIC COOPERATIVE,SEWER,2599 E ALFALFA ACCT 12751001 M,651576,2022-05-31T00:00:00Z,41.54
BOONE ELECTRIC COOPERATIVE,SEWER,2136 E NEEDLE ACCT 12726001 ME,651576,2022-05-31T00:00:00Z,104.95
CHRIS MORREY STUDIO LLC,PUBLIC WORKS AIRPORT,Artist for Columbia Regional A,651459,2022-05-27T00:00:00Z,5644
GOVHR USA LLC,HUMAN RESOURCES,Executive Recruitment Services,651480,2022-05-27T00:00:00Z,6500
CENTRAL CONCRETE COMPANY,STORM WATER,SHORTPAY $38.50 PER PHILIP JEN,651458,2022-05-27T00:00:00Z,767.5
CENTRAL CONCRETE COMPANY,SEWER,SHORTPAY $16.25 PER PHILIP JEN,651458,2022-05-27T00:00:00Z,414
CENTRAL CONCRETE COMPANY,STORM WATER,SHORTPAY $15.50 PER PHILIP JEN,651458,2022-05-27T00:00:00Z,483
CENTRAL CONCRETE COMPANY,STORM WATER,SHORTPAY $15.50 PER PHILIP JEN,651458,2022-05-27T00:00:00Z,725.5
CENTRAL CONCRETE COMPANY,SEWER,SHORTPAY $16.25 PER PHILIP JEN,651458,2022-05-27T00:00:00Z,330
CENTRAL CONCRETE COMPANY,SEWER,SHORTPAY $16.25 PER PHILIP JEN,651458,2022-05-27T00:00:00Z,467
CENTRAL CONCRETE COMPANY,STORM WATER,SHORTPAY $32.50 PER PHILIP JEN,651458,2022-05-27T00:00:00Z,1198.25
CENTRAL CONCRETE COMPANY,STORM WATER,SHORTPAY $16.25 PER PHILIP JEN,651458,2022-05-27T00:00:00Z,1275
FPC LIVE LLC,CONVENTION & TOURISM,9th Street Summerfest Sponsors,651475,2022-05-27T00:00:00Z,5000
WILLIAM L THOMPSON,PARKS & RECREATION,AUGUST 7 2022 DOUGLASS PARK,651978,2022-06-07T00:00:00Z,650
CENTRIQ GROUP LLC,INFORMATION TECHNOLOGY,ITIL V4 Training,13743,2022-05-27T00:00:00Z,969.67
CENTRIQ GROUP LLC,INFORMATION TECHNOLOGY,ITIL V4 Training,13743,2022-05-27T00:00:00Z,2909
CENTRIQ GROUP LLC,INFORMATION TECHNOLOGY,ITIL V4 Training,13743,2022-05-27T00:00:00Z,2909
CENTRIQ GROUP LLC,INFORMATION TECHNOLOGY,ITIL V4 Training,13743,2022-05-27T00:00:00Z,4411.44
CENTRIQ GROUP LLC,INFORMATION TECHNOLOGY,ITIL V4 Training,13743,2022-05-27T00:00:00Z,969.67
INFINITECH CONSULTING LLC,WATER PRODUCTION,CWLD WPP Dell cluster annual s,13748,2022-05-27T00:00:00Z,5527
GERRY TRITZ,PARKS & RECREATION,JUNE 20 2022 PERFORMANCE,651478,2022-05-27T00:00:00Z,200
TYLER TECHNOLOGIES INC,INFORMATION TECHNOLOGY,CUST # 48455,13760,2022-05-27T00:00:00Z,14394.95
RAVE WIRELESS INC,INFORMATION TECHNOLOGY,RAVE Renewal,13756,2022-05-27T00:00:00Z,13000
STERICYCLE INC,POLICE,CUST # 3000250254,13759,2022-05-27T00:00:00Z,33.93
BUCKET MEDIA INC,ELECTRIC ADMINISTRATION,Social Media Management Fee Re,651456,2022-05-27T00:00:00Z,798.91
MEAD & HUNT INC,PUBLIC WORKS AIRPORT,PROJECT R0333800-220644.01,13750,2022-05-27T00:00:00Z,750
COOK CONCRETE CONSTRUCTION,PUBLIC WORKS,STREET REPAIR-VARIOUS LOCATION,651465,2022-05-27T00:00:00Z,47080.62
MISC: AP OTHER MMMMM,PARKS & RECREATION,LIQUOUR LICENSE - LAKE OF THE,651534,2022-05-27T00:00:00Z,450
MISC: AP OTHER MMMMM,PARKS & RECREATION,LIQUOR LICENSE - LA NICKELL,651533,2022-05-27T00:00:00Z,450
ROLAND MACHINERY COMPANY,PUBLIC WORKS FLEET MAINTENANCE,ACCOUNT NO 11323,13983,2022-07-01T00:00:00Z,60.84
GILLIG LLC,PUBLIC WORKS FLEET MAINTENANCE,CUSTOMER NO 17282001,651479,2022-05-27T00:00:00Z,94.24
GILLIG LLC,PUBLIC WORKS FLEET MAINTENANCE,CUSTOMER NO 17282001,651479,2022-05-27T00:00:00Z,517.22
GILLIG LLC,PUBLIC WORKS FLEET MAINTENANCE,CUSTOMER NO 17282001,651479,2022-05-27T00:00:00Z,533.87
BOB MCCOSH CHEVROLET INC,PUBLIC WORKS FLEET MAINTENANCE,CUSTOMER A2021,651451,2022-05-27T00:00:00Z,1780.59
BOB MCCOSH CHEVROLET INC,PUBLIC WORKS FLEET MAINTENANCE,CUSTOMER NO A2021,651451,2022-05-27T00:00:00Z,928.57
KNAPHEIDE TRUCK EQUIP CO/JC,PUBLIC WORKS FLEET MAINTENANCE,ACCOUNT NO 503450,651490,2022-05-27T00:00:00Z,138.55
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,200
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,200
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,300
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,170
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,200
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,200
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,200
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,150
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,340
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,1700
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,140
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,130
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,140
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,140
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,105
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,585
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,368
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,200
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,90
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,45
COLUMBIA LANDCARE LLC,WATER PRODUCTION,"Lawncare services at WTP, well",651464,2022-05-27T00:00:00Z,20
COLUMBIA LANDCARE LLC,RAILROAD,mowing services,651464,2022-05-27T00:00:00Z,145.5
COLUMBIA LANDCARE LLC,RAILROAD,mowing services,651464,2022-05-27T00:00:00Z,55
COLUMBIA LANDCARE LLC,ELECTRIC PRODUCTION,Mowing for EL. Production,651464,2022-05-27T00:00:00Z,80
COLUMBIA LANDCARE LLC,ELECTRIC PRODUCTION,Mowing for EL. Production,651464,2022-05-27T00:00:00Z,900
COLUMBIA LANDCARE LLC,ELECTRIC PRODUCTION,Mowing for EL. Production,651464,2022-05-27T00:00:00Z,380
COLUMBIA LANDCARE LLC,POLICE,FY22 MOWING AS NEEDED,651464,2022-05-27T00:00:00Z,494.4
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,80
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,150
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,60
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,42.5
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,80
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,150
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,115
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,42.5
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,27.5
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,95
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,72.1
COLUMBIA LANDCARE LLC,PUBLIC WORKS,MOWING SERVICES - VARIOUS LOCA,651464,2022-05-27T00:00:00Z,25.75
STEPHANIE SHONEKAN,EMPLOYEE BENEFIT,Race/Inclusion Education/Train,651553,2022-05-27T00:00:00Z,5000
MOODYS ANALYTICS INC,FINANCE,Economic Research and Forecast,651541,2022-05-27T00:00:00Z,4995
NOOTER CONSTRUCTION LLC,SOLID WASTE,"HVAC,Plumbing,Maint. & Repair",651542,2022-05-27T00:00:00Z,1355.88
NOOTER CONSTRUCTION LLC,SOLID WASTE,"HVAC,Plumbing,Maint. & Repair",651542,2022-05-27T00:00:00Z,1358.66
NOOTER CONSTRUCTION LLC,SOLID WASTE,"HVAC,Plumbing,Maint. & Repair",651542,2022-05-27T00:00:00Z,4734.95
TISCHLERBISE INC,COMMUNITY DEVELOPMENT,GROWTH IMPACT STUDY CONSULTING,651555,2022-05-27T00:00:00Z,2226
BOTTLING GROUP LLC,PARKS & RECREATION,CUST # 9476885,13742,2022-05-27T00:00:00Z,260.28
BOTTLING GROUP LLC,PARKS & RECREATION,CUST # 9488317,13742,2022-05-27T00:00:00Z,295.64
RETRIEVEX INC,COMMUNITY RELATIONS,CUST # LCTC0780,651547,2022-05-27T00:00:00Z,3.85
RETRIEVEX INC,SEWER,CUST # LCTC0770,651548,2022-05-27T00:00:00Z,27.76
RETRIEVEX INC,COMMUNITY DEVELOPMENT,CUST # LCTC0760,651548,2022-05-27T00:00:00Z,79.08
"FRONTYARD FEATURES, LLC",PARKS & RECREATION,Parks and Recreation Services,651476,2022-05-27T00:00:00Z,581.99
WILLIAM L THOMPSON,PARKS & RECREATION,JULY 17 DOUGLASS PARK PERFORM,651977,2022-06-07T00:00:00Z,650
PEOPLEREADY INC,SOLID WASTE,ACCT # 000852052,13754,2022-05-27T00:00:00Z,7518.98
CIRCUS KAPUT,PARKS & RECREATION,DEPOSIT TO SECURE JULY 4 STEPH,651461,2022-05-27T00:00:00Z,750
INES T HERNANDEZ,PARKS & RECREATION,FACE PAINTING JUNE 20,651487,2022-05-27T00:00:00Z,250
ROCKIN RENTS LLC,PARKS & RECREATION,Inflatables for Heritage Days,651549,2022-05-27T00:00:00Z,918
"HANSENS TREE, LAWN, AND LANDSCAPING",SOLID WASTE,Grinding Services,651483,2022-05-27T00:00:00Z,28500
STERICYCLE INC,POLICE,CUST # 3000250254,13759,2022-05-27T00:00:00Z,33.93
SAM GAINES CONSTRUCTION CO,CAPITAL PROJECT,4th Street Pedestrian Crossing,651550,2022-05-27T00:00:00Z,16526.5
PIZZA HUT OF SE KANSAS,PARKS & RECREATION,Pizza for ARC Birthday Parties,651544,2022-05-27T00:00:00Z,70
PIZZA HUT OF SE KANSAS,PARKS & RECREATION,Pizza for ARC Birthday Parties,651544,2022-05-27T00:00:00Z,28
PIZZA HUT OF SE KANSAS,PARKS & RECREATION,Pizza for ARC Birthday Parties,651544,2022-05-27T00:00:00Z,49
PIZZA HUT OF SE KANSAS,PARKS & RECREATION,Pizza for ARC Birthday Parties,651544,2022-05-27T00:00:00Z,63
AMERICAN SHORT LINE & REGIONAL,RAILROAD,CUST # 43013,13740,2022-05-27T00:00:00Z,3581.51
INDEPENDENT LIVING CENTER OF MID MI,COMMUNITY DEVELOPMENT,FY 2020 SIL Minor Home Repair,651486,2022-05-27T00:00:00Z,9138.24
GARY ARNOLD EXCAVATING LLC,WATER TRANS & DISTRIB,Arnold Excavating,651477,2022-05-27T00:00:00Z,5220
GARY ARNOLD EXCAVATING LLC,WATER TRANS & DISTRIB,Arnold Excavating,651477,2022-05-27T00:00:00Z,1595
GARY ARNOLD EXCAVATING LLC,WATER TRANS & DISTRIB,Arnold Excavating,651477,2022-05-27T00:00:00Z,5320
GARY ARNOLD EXCAVATING LLC,WATER TRANS & DISTRIB,Arnold Excavating,651477,2022-05-27T00:00:00Z,2880
GARY ARNOLD EXCAVATING LLC,WATER TRANS & DISTRIB,Arnold Excavating,651477,2022-05-27T00:00:00Z,2440
CURATORS OF THE UNIVERSITY OF MO,HUMAN RESOURCES,CUST # 1945,651468,2022-05-27T00:00:00Z,120.75
CURATORS OF THE UNIVERSITY OF MO,CONVENTION & TOURISM,Tourism Development - MU Conce,651469,2022-05-27T00:00:00Z,10000
MISC: AP OTHER WWWWW,ELECTRIC ADMINISTRATION,HECL #22-3655,651537,2022-05-27T00:00:00Z,-27
THE ENERGY AUTHORITY INC (TEA),ELECTRIC PRODUCTION,MAY22 SPP 5/11-17/22,13739,2022-05-27T00:00:00Z,78348.39
THE ENERGY AUTHORITY INC (TEA),ELECTRIC PRODUCTION,MAY22 PWR 5/7-13/22,13739,2022-05-27T00:00:00Z,1276373.72
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4305 W Readosa Ln Apt B,651528,2022-05-27T00:00:00Z,694
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4308 W Readosa Ln Apt B,651527,2022-05-27T00:00:00Z,836
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4308 W Readosa Ln Apt A,651526,2022-05-27T00:00:00Z,877
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4305 W Readosa Ln Apt A,651525,2022-05-27T00:00:00Z,824
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4301 W Readosa Ln Apt B,651524,2022-05-27T00:00:00Z,383
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4304 W Readosa Ln Apt A,651523,2022-05-27T00:00:00Z,706
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4301 W Readosa Ln Apt A,651503,2022-05-27T00:00:00Z,409
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4300 W Readosa Ln Apt B,651522,2022-05-27T00:00:00Z,831
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4300 W Readosa Ln Apt A,651521,2022-05-27T00:00:00Z,823
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4304 W Readosa Ln Apt B,651520,2022-05-27T00:00:00Z,700
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4312 W Readosa Ln Apt A,651519,2022-05-27T00:00:00Z,754
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 4312 W Readosa Ln Apt B,651518,2022-05-27T00:00:00Z,601
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,SES - 3819 Bray Ct - 5/23/22,651499,2022-05-27T00:00:00Z,2903
MISC W&L EFFICIENCY REBATES,WATER ADMINISTRATION,TRB - 113 Sappington Dr - 5/23,651502,2022-05-27T00:00:00Z,75
DAVID T POWELL,CAPITAL PROJECT,Easement Acquisition Ordinance,651470,2022-05-27T00:00:00Z,165
DAVID T POWELL,CAPITAL PROJECT,Easement Acquisition Ordinance,651470,2022-05-27T00:00:00Z,627
3507 OAKLAND LLC,STORM WATER,Agreement and Easement - 108 F,651439,2022-05-27T00:00:00Z,377
3507 OAKLAND LLC,STORM WATER,Agreement and Easement - 108 F,651439,2022-05-27T00:00:00Z,1205
"EASTGATE APARTMENTS, LLC",STORM WATER,"Agreement, Easements - Eastgat",651471,2022-05-27T00:00:00Z,2251
"EASTGATE APARTMENTS, LLC",STORM WATER,"Agreement, Easements - Eastgat",651471,2022-05-27T00:00:00Z,1486
"VILLACAPRI APARTMENTS, LLC",STORM WATER,"Agreements, Easements - Villa",651556,2022-05-27T00:00:00Z,1738
"VILLACAPRI APARTMENTS, LLC",STORM WATER,"Agreements, Easements - Villa",651556,2022-05-27T00:00:00Z,6044
MISC W&L EFFICIENCY REBATES,WATER ADMINISTRATION,IRR - 2707 Comstock Dr - 5/23/,651495,2022-05-27T00:00:00Z,125
BOONE ELECTRIC COOPERATIVE,WATER TRANS & DISTRIB,INVOICE GROUP NO 4266,651454,2022-05-27T00:00:00Z,144.52
BOONE ELECTRIC COOPERATIVE,SOLID WASTE,5501 N ROGERS ACCT 315886001 M,651454,2022-05-27T00:00:00Z,32.2
BOONE ELECTRIC COOPERATIVE,PUBLIC WORKS,INVOICE GROUP NO 1114,651454,2022-05-27T00:00:00Z,3677.1
BOONE ELECTRIC COOPERATIVE,PUBLIC WORKS,INVOICE GROUP NO 1141,651454,2022-05-27T00:00:00Z,1416.21
CITY OF HALLSVILLE,RAILROAD,301 RT OO,651462,2022-05-27T00:00:00Z,13.35
AMERENUE,ELECTRIC TRANS & DISTRIB,1518 BUSINESS LOOP 70 E SUITE,651442,2022-05-27T00:00:00Z,30.33
AMERENUE,PUBLIC WORKS FLEET MAINTENANCE,1313 LAKEVIEW AVENUE,651442,2022-05-27T00:00:00Z,705.08
AMERENUE,FIRE,201 BLUE RIDGE ROAD,651442,2022-05-27T00:00:00Z,138.94
AMERENUE,POLICE,1204 INTERNATIONAL DRIVE,651442,2022-05-27T00:00:00Z,577.37
AMERENUE,PARKS & RECREATION,1415 BUSINESS LOOP 70 W,651442,2022-05-27T00:00:00Z,91.77
AMERENUE,PARKS & RECREATION,1507 BUSINESS LOOP 70 W,651442,2022-05-27T00:00:00Z,75.31
AMERENUE,PARKS & RECREATION,701 E ASH,651442,2022-05-27T00:00:00Z,326.55
AMERENUE,ELECTRIC TRANS & DISTRIB,1524 BUSINESS LOOP 70 E SUITE,651442,2022-05-27T00:00:00Z,30.33
AMERENUE,ELECTRIC TRANS & DISTRIB,1518 BUSINESS LOOP 70 E SUITE,651442,2022-05-27T00:00:00Z,45.69
AMERENUE,ELECTRIC TRANS & DISTRIB,1514 BUSINESS LOOP 70 E,651442,2022-05-27T00:00:00Z,30.33
AMERENUE,ELECTRIC TRANS & DISTRIB,1518 BUSINESS LOOP 70 E SUITE,651442,2022-05-27T00:00:00Z,30.33
AMERENUE,ELECTRIC TRANS & DISTRIB,"1514 BUSINESS LOOP 70 E, BEHIN",651442,2022-05-27T00:00:00Z,66.54
AMERENUE,ELECTRIC TRANS & DISTRIB,1106 BOWLING,651442,2022-05-27T00:00:00Z,93.97
AMERENUE,ELECTRIC TRANS & DISTRIB,1524 BUSINESS LOOP 70 E SUITE,651442,2022-05-27T00:00:00Z,30.33
AMERENUE,ELECTRIC TRANS & DISTRIB,1204 BOWLING,651442,2022-05-27T00:00:00Z,73.12
AMERENUE,ELECTRIC TRANS & DISTRIB,"facility charge, 161 kv feeder",651442,2022-05-27T00:00:00Z,1646.25
AMERENUE,WATER TRANS & DISTRIB,1206 BOWLING,651442,2022-05-27T00:00:00Z,224.51
AMERENUE,COMMUNITY DEVELOPMENT,500 E WALNUT SUITE 108,651442,2022-05-27T00:00:00Z,48.98
AMERENUE,CONVENTION & TOURISM,300 S PROVIDENCE ROAD SUITE 2,651442,2022-05-27T00:00:00Z,86.28
AMERENUE,CONVENTION & TOURISM,300 S PROVIDENCE ROAD,651442,2022-05-27T00:00:00Z,58.85
AMERENUE,ELECTRIC PRODUCTION,"1501 BUSINESS LOOP 70 E, EM GA",651442,2022-05-27T00:00:00Z,101.17
AMERENUE,PUBLIC WORKS BUILDING MAINT,1 S 7TH,651442,2022-05-27T00:00:00Z,113.71
AMERENUE,WATER TRANS & DISTRIB,1512 BUSINESS LOOP 70 E,651442,2022-05-27T00:00:00Z,134.37
AMERESCO INC,ELECTRIC PRODUCTION,"2,023 MWH landfill gas energy",651443,2022-05-27T00:00:00Z,107207.08
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 205 N William St - 5/18/,651501,2022-05-27T00:00:00Z,1200
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 2615 Jonquil Pl - 5/18/2,651493,2022-05-27T00:00:00Z,800
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,HPR - 1401 Westwinds Dr - 5/18,651491,2022-05-27T00:00:00Z,1048
MISC W&L EFFICIENCY REBATES,ELECTRIC ADMINISTRATION,SES - 5101 Sockeye Ct - 5/25/2,651529,2022-05-27T00:00:00Z,3754
